,id,url,name,national_park,rating,difficulty,length,elevation_gain,route_type,dog_status,kid_status,bike_status,attributes,state,time
15795,15806,https://www.alltrails.com/trail/us/north-carolina/mount-leconte-and-rainbow-falls-and-grotto-falls-via-appalachian-trail?ref=result-card,Mount LeConte and Rainbow Falls and Grotto Falls via Appalachian Trail,Great Smoky Mountains National Park,4.5,hard,31.7,7723.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'running', 'cave', 'forest', 'views', 'waterfall', 'wildflowers', 'wildlife', 'no dogs']",North Carolina,24.0
15799,15810,https://www.alltrails.com/trail/us/north-carolina/forney-ridge-and-noland-divide-loop-trail?ref=result-card,Forney Ridge and Noland Divide Loop Trail,Great Smoky Mountains National Park,5.0,hard,18.1,4071.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'no dogs']",North Carolina,10.03
15810,15821,https://www.alltrails.com/trail/us/north-carolina/bradley-fork-and-chasteen-creek-loop-trail?ref=result-card,Bradley Fork and Chasteen Creek Loop Trail,Great Smoky Mountains National Park,4.5,moderate,16.6,3556.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'backpacking', 'camping', 'hiking', 'horseback riding', 'nature trips', 'walking', 'running', 'beach', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'no dogs']",North Carolina,9.08
15822,15833,https://www.alltrails.com/trail/us/north-carolina/appalachian-trail-lost-cove-and-lakeshore-loop?ref=result-card,"Appalachian Trail, Lost Cove, and Lakeshore Loop",Great Smoky Mountains National Park,4.5,hard,11.0,2919.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'fishing', 'hiking', 'nature trips', 'forest', 'lake', 'views', 'no dogs']",North Carolina,6.4
15825,15836,https://www.alltrails.com/trail/us/north-carolina/chasteen-creek-trail?ref=result-card,Chasteen Creek Trail,Great Smoky Mountains National Park,4.0,moderate,10.4,2654.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'walking', 'running', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky', 'no dogs']",North Carolina,5.98
15836,15847,https://www.alltrails.com/trail/us/north-carolina/spruce-fir-self-guiding-nature-trail?ref=result-card,Spruce Fir Self-Guiding Nature Trail,Great Smoky Mountains National Park,4.5,easy,0.3,26.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'no dogs']",North Carolina,0.13
15843,15854,https://www.alltrails.com/trail/us/north-carolina/twentymile-loop-trail?ref=result-card,Twentymile Loop Trail,Great Smoky Mountains National Park,4.5,moderate,7.8,1384.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'horseback riding', 'nature trips', 'running', 'forest', 'lake', 'views', 'wildlife', 'no dogs']",North Carolina,3.15
15861,15872,https://www.alltrails.com/trail/us/north-carolina/big-fork-ridge-loop-trail?ref=result-card,Big Fork Ridge Loop Trail,Great Smoky Mountains National Park,4.0,moderate,9.0,1863.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'running', 'forest', 'wildflowers', 'wildlife', 'rocky', 'scramble', 'no dogs']",North Carolina,4.88
15867,15878,https://www.alltrails.com/trail/us/north-carolina/deep-creek-indian-creek-loop?ref=result-card,"Deep Creek, Indian Creek Loop",Great Smoky Mountains National Park,4.5,moderate,13.0,2093.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'walking', 'forest', 'river', 'views', 'waterfall', 'wildlife', 'no dogs']",North Carolina,6.65
15883,15894,https://www.alltrails.com/trail/us/north-carolina/twentymile-gregory-bald-shuckstack?ref=result-card,"Twentymile, Gregory Bald, and Shuckstack Loop",Great Smoky Mountains National Park,4.5,hard,17.5,4370.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'forest', 'lake', 'river', 'views', 'wildlife', 'no dogs']",North Carolina,0.17
15899,15910,https://www.alltrails.com/trail/us/north-carolina/mt-collins-shelter-to-clingman-forney-trail-to-camp-68--2?ref=result-card,"Mt. Collins Shelter, Clingman/Forney Trail and Camp 68",Great Smoky Mountains National Park,5.0,hard,15.9,4333.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'running', 'forest', 'waterfall', 'rocky', 'no dogs']",North Carolina,9.33
15912,15923,https://www.alltrails.com/trail/us/north-carolina/mount-cammerer-via-big-creek-trail--2?ref=result-card,Mount Cammerer via Big Creek Trail,Great Smoky Mountains National Park,4.5,hard,16.4,3815.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'horseback riding', 'nature trips', 'forest', 'river', 'views', 'waterfall', 'historic site', 'no dogs']",North Carolina,9.18
15920,15931,https://www.alltrails.com/trail/us/north-carolina/forney-ridge-to-silers-bald-to-clingman?ref=result-card,Forney Ridge to Silers Bald to Clingman Loop,Great Smoky Mountains National Park,4.0,moderate,21.0,5278.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'forest', 'river', 'views', 'wildlife', 'no dogs']",North Carolina,24.0
15942,15953,https://www.alltrails.com/trail/us/north-carolina/thomas-divide-newton-bald-and-mingus-creek-trail?ref=result-card,"Thomas Divide, Newton Bald and Mingus Creek Trail",Great Smoky Mountains National Park,4.5,hard,11.0,1338.0,Point to point,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'hiking', 'nature trips', 'running', 'forest', 'river', 'views', 'wildflowers', 'rocky', 'no dogs']",North Carolina,5.33
15955,15966,https://www.alltrails.com/trail/us/north-carolina/rough-fork-trail--2?ref=result-card,Rough Fork Trail,Great Smoky Mountains National Park,4.0,moderate,12.3,2293.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'horseback riding', 'nature trips', 'walking', 'running', 'forest', 'views', 'wildflowers', 'no dogs']",North Carolina,6.5
15956,15967,https://www.alltrails.com/trail/us/north-carolina/fork-mountain-loop-trail?ref=result-card,Fork Mountain Loop Trail,Great Smoky Mountains National Park,4.5,hard,18.2,4678.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'hiking', 'horseback riding', 'nature trips', 'running', 'forest', 'views', 'wildflowers', 'wildlife', 'rocky', 'no dogs']",North Carolina,10.48
15993,16004,https://www.alltrails.com/trail/us/north-carolina/appalachian-trail-lake-fontana-dam-to-clingmans-dome?ref=result-card,Appalachian Trail: Lake Fontana Dam to Clingmans Dome,Great Smoky Mountains National Park,5.0,hard,31.7,5570.0,Point to point,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'hiking', 'nature trips', 'running', 'forest', 'lake', 'views', 'wildlife', 'rocky', 'no dogs']",North Carolina,24.0
15996,16007,https://www.alltrails.com/trail/us/north-carolina/mount-cammerer-and-mount-sterling-loop?ref=result-card,Mount Cammerer and Mount Sterling Loop,Great Smoky Mountains National Park,5.0,hard,29.3,8891.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'forest', 'views', 'no dogs']",North Carolina,24.0
16008,16019,https://www.alltrails.com/trail/us/north-carolina/newton-bald-trail?ref=result-card,Newton Bald Trail,Great Smoky Mountains National Park,4.5,hard,9.0,2896.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'views', 'no dogs']",North Carolina,5.58
16019,16030,https://www.alltrails.com/trail/us/north-carolina/bradley-fork-dry-sluice-gap-appalachian-hughes-ridge-and-chasteen-creek-loop?ref=result-card,"Bradley Fork, Dry Sluice Gap, Appalachian, Hughes Ridge and Chasteen Creek Loop",Great Smoky Mountains National Park,4.5,hard,24.4,5232.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'fishing', 'hiking', 'horseback riding', 'nature trips', 'running', 'forest', 'river', 'views', 'waterfall', 'no dogs']",North Carolina,24.0
16504,16516,https://www.alltrails.com/trail/us/south-carolina/congaree-river-trail?ref=result-card,River Trail,Congaree National Park,4.0,easy,9.9,52.0,Loop,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'backpacking', 'camping', 'hiking', 'nature trips', 'running', 'forest', 'river', 'wildflowers', 'wildlife', 'blowdown', 'bugs', 'muddy']",South Carolina,4.02
16996,17008,https://www.alltrails.com/trail/us/south-dakota/notch-trail?ref=result-card,Notch Trail,Badlands National Park,4.5,moderate,1.3,131.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'bird watching', 'cave', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'scramble', 'washed out', 'no shade', 'fee', 'no dogs']",South Dakota,0.62
17000,17012,https://www.alltrails.com/trail/us/south-dakota/the-door-trail?ref=result-card,The Door Trail,Badlands National Park,4.5,easy,0.8,36.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'wildflowers', 'wildlife', 'rocky', 'fee', 'no dogs']",South Dakota,0.35
17004,17016,https://www.alltrails.com/trail/us/south-dakota/mount-rushmore-and-presidential-trail-loop?ref=result-card,Mount Rushmore and Presidential Trail Loop,Mount Rushmore National Memorial,4.0,easy,0.9,137.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'walking', 'forest', 'paved', 'views', 'wildlife', 'historic site', 'fee', 'no dogs']",South Dakota,0.37
17009,17021,https://www.alltrails.com/trail/us/south-dakota/medicine-root-loop-trail?ref=result-card,Medicine Root Loop Trail,Badlands National Park,4.5,easy,4.5,337.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'views', 'wildlife', 'fee', 'no dogs']",South Dakota,2.03
17011,17023,https://www.alltrails.com/trail/us/south-dakota/saddle-pass-trail?ref=result-card,Saddle Pass Trail,Badlands National Park,4.5,moderate,0.7,216.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'walking', 'fee', 'no dogs']",South Dakota,0.43
17021,17033,https://www.alltrails.com/trail/us/south-dakota/cliff-shelf-nature-trail?ref=result-card,Cliff Shelf Nature Trail,Badlands National Park,4.0,easy,0.5,65.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'walking', 'views', 'wildflowers', 'wildlife', 'fee', 'no dogs']",South Dakota,0.25
17024,17036,https://www.alltrails.com/trail/us/south-dakota/rankin-ridge-interpretive-trail?ref=result-card,Rankin Ridge Interpretive Trail,Wind Cave National Park,4.5,moderate,1.0,239.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'views', 'wildflowers', 'no dogs']",South Dakota,0.57
17030,17042,https://www.alltrails.com/trail/us/south-dakota/sheep-mountain-table-road?ref=result-card,Sheep Mountain Table Road,Badlands National Park,4.5,moderate,14.6,593.0,Out & back,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'ohv/off-road driving', 'views', 'wildflowers', 'wildlife', 'no shade', 'fee']",South Dakota,6.28
17033,17045,https://www.alltrails.com/trail/us/south-dakota/fossil-exhibit-trail?ref=result-card,Fossil Exhibit Trail,Badlands National Park,3.5,easy,0.4,13.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'nature trips', 'walking', 'bird watching', 'paved', 'views', 'wildflowers', 'no shade', 'fee', 'no dogs']",South Dakota,0.17
17035,17047,https://www.alltrails.com/trail/us/south-dakota/sage-creek-loop?ref=result-card,Sage Creek Loop,Badlands National Park,4.5,hard,22.8,807.0,Loop,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['backpacking', 'camping', 'hiking', 'nature trips', 'views', 'wildlife', 'no shade', 'fee', 'no dogs']",South Dakota,9.72
17045,17057,https://www.alltrails.com/trail/us/south-dakota/lookout-point-trail-and-centennial-trail-loop?ref=result-card,Lookout Point Trail and Centennial Trail Loop,Wind Cave National Park,4.5,moderate,5.2,515.0,Loop,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'backpacking', 'hiking', 'nature trips', 'walking', 'running', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'bugs', 'no dogs']",South Dakota,2.43
17050,17062,https://www.alltrails.com/trail/us/south-dakota/horse-thief-lake-from-mount-rushmore-via-blackberry-and-centennial-trails?ref=result-card,Horse Thief Lake from Mount Rushmore via Blackberry and Centennial Trails,Mount Rushmore National Memorial,4.5,moderate,4.0,688.0,Point to point,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'forest', 'lake', 'views', 'historic site', 'no dogs']",South Dakota,2.08
17058,17070,https://www.alltrails.com/trail/us/south-dakota/wind-cave-canyon-trail?ref=result-card,Wind Cave Canyon Trail,Wind Cave National Park,4.0,easy,3.8,213.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'views', 'wildlife', 'no dogs']",South Dakota,1.67
17062,17074,https://www.alltrails.com/trail/us/south-dakota/cold-brook-canyon-trail?ref=result-card,Cold Brook Canyon Trail,Wind Cave National Park,4.0,easy,2.8,200.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'walking', 'running', 'wildlife', 'no shade', 'no dogs']",South Dakota,1.27
17087,17099,https://www.alltrails.com/trail/us/south-dakota/east-bison-flats-trail?ref=result-card,East Bison Flats Trail,Wind Cave National Park,4.5,moderate,10.1,1463.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'walking', 'bird watching', 'running', 'views', 'wildflowers', 'wildlife', 'no dogs']",South Dakota,5.05
17089,17101,https://www.alltrails.com/trail/us/south-dakota/boland-ridge-trail?ref=result-card,Boland Ridge Trail,Wind Cave National Park,4.0,moderate,4.8,816.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['hiking', 'walking', 'running', 'wildlife', 'no shade', 'no dogs']",South Dakota,2.48
17102,17114,https://www.alltrails.com/trail/us/south-dakota/prairie-vista-loop?ref=result-card,Prairie Vista Loop,Wind Cave National Park,4.0,easy,1.0,104.0,Out & back,No Restrictions,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'nature trips', 'walking', 'views', 'no shade']",South Dakota,0.47
17105,17117,https://www.alltrails.com/trail/us/south-dakota/big-badlands-overlook?ref=result-card,Big Badlands Overlook,Badlands National Park,4.0,easy,0.2,3.0,Out & back,No Restrictions,Kid Friendly,No Restrictions,"['kid friendly', 'nature trips', 'walking', 'views', 'wildlife', 'fee']",South Dakota,0.08
17107,17119,https://www.alltrails.com/trail/us/south-dakota/highland-creek-trail-to-centennial-trail-loop?ref=result-card,Highland Creek Trail to Centennial Trail Loop,Wind Cave National Park,4.5,hard,13.6,1456.0,Loop,No Restrictions,Not Kid Friendly,No Restrictions,"['hiking', 'nature trips', 'views']",South Dakota,6.45
17108,17120,https://www.alltrails.com/trail/us/south-dakota/presidential-trail-accessible?ref=result-card,Presidential Trail (Stair-Free Route),Mount Rushmore National Memorial,4.0,easy,0.7,39.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['wheelchair friendly', 'kid friendly', 'stroller friendly', 'walking', 'forest', 'paved', 'views', 'wildlife', 'historic site', 'fee', 'no dogs']",South Dakota,0.28
17109,17121,https://www.alltrails.com/trail/us/south-dakota/centennial-trail-highway-87-to-highland-creek-trailhead?ref=result-card,Centennial Trail: Highway 87 to Highland Creek Trailhead,Wind Cave National Park,4.5,moderate,5.8,685.0,Point to point,No Dogs Allowed,Not Kid Friendly,Ideal For Biking,"['backpacking', 'camping', 'hiking', 'mountain biking', 'nature trips', 'bird watching', 'views', 'wildlife', 'no dogs']",South Dakota,2.33
17172,17184,https://www.alltrails.com/trail/us/south-dakota/sage-creek-trail?ref=result-card,Sage Creek Trail,Badlands National Park,4.5,easy,1.9,219.0,Out & back,No Restrictions,Kid Friendly,No Restrictions,"['kid friendly', 'camping', 'hiking', 'views', 'wildflowers', 'wildlife', 'fee']",South Dakota,0.77
17178,17190,https://www.alltrails.com/trail/us/south-dakota/elk-mountain-interpretive-trail?ref=result-card,Elk Mountain Interpretive Trail,Wind Cave National Park,3.0,easy,2.5,328.0,Out & back,No Dogs Allowed,Kid Friendly,No Restrictions,"['kid friendly', 'hiking', 'walking', 'wildlife', 'no dogs']",South Dakota,1.23
18121,18136,https://www.alltrails.com/trail/us/kentucky/white-oak-trail?ref=result-card,White Oak Trail,Mammoth Cave National Park,4.0,moderate,5.1,515.0,Out & back,Dogs On Leash,Not Kid Friendly,No Restrictions,"['dogs on leash', 'camping', 'hiking', 'horseback riding', 'nature trips', 'walking', 'bird watching', 'running', 'forest', 'river', 'views', 'bugs', 'muddy']",Kentucky,2.4
20188,20204,https://www.alltrails.com/trail/us/alaska/harding-ice-field-trail?ref=result-card,Harding Ice Field Trail,Kenai Fjords National Park,5.0,hard,8.2,3812.0,Out & back,No Dogs Allowed,Not Kid Friendly,No Restrictions,"['camping', 'hiking', 'nature trips', 'bird watching', 'running', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky', 'snow', 'no shade', 'no dogs']",Alaska,6.48
